TEMPO_VIVIE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;BOLSA_FAMILIA;POP_RUA;GRAU_INSTRUCAO;COR_RACA;FAIXA_RENDA_FAMILIAR_PER_CAPITA;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Ate seis meses;Nunca;27/10/1964 00:00;54;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;out/19
Mais de dez anos;Nunca;14/02/1985 00:00;34;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;20/02/1972 00:00;47;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;out/19
Entre cinco e dez anos;Todo mês;25/04/1976 00:00;43;FEMININO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;20;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;out/19
Entre seis meses e um ano;Quase nunca;12/10/1976 00:00;43;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;BARREIRO;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;08/09/1993 00:00;26;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;04/09/1966 00:00;53;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;02/03/1972 00:00;47;MASCULINO;NÃO;SIM;Sem instrucao;Branca;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Todo mês;27/01/1992 00:00;27;FEMININO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Toda semana;24/03/1967 00:00;52;FEMININO;NÃO;SIM;Fundamental completo;Branca;Ate R$89,00;80;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;16/07/1998 00:00;21;FEMININO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;07/03/1976 00:00;43;FEMININO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Todo dia;18/01/1952 00:00;67;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;08/12/1964 00:00;54;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Mais de dez anos;Nunca;25/04/1964 00:00;55;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Nunca;27/01/1976 00:00;43;FEMININO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;30/06/1985 00:00;34;FEMININO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;50;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Todo mês;10/12/1960 00:00;58;FEMININO;NÃO;SIM;Medio incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Nunca;23/10/1998 00:00;20;FEMININO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Todo mês;17/04/1962 00:00;57;FEMININO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo mês;29/09/1982 00:00;37;FEMININO;NÃO;SIM;Medio incompleto;Preta;Acima de 1/2 S.M.;954;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Ate seis meses;Toda semana;12/12/1999 00:00;19;FEMININO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;31/10/1973 00:00;45;FEMININO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;50;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;out/19
Ate seis meses;Nunca;06/10/1972 00:00;47;FEMININO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Todo mês;08/12/2000 00:00;18;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;out/19
Ate seis meses;Todo dia;06/08/2016 00:00;3;FEMININO;NÃO;SIM;NÃ£o Informado;Branca;Entre R$178,01 ate 1/2 S.M.;;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;out/19
Ate seis meses;Nunca;10/12/1992 00:00;26;FEMININO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Nunca;28/04/1968 00:00;51;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;16/10/1979 00:00;40;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;out/19
Ate seis meses;Quase nunca;05/09/2000 00:00;19;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Toda semana;25/04/1996 00:00;23;FEMININO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Mais de dez anos;Todo ano;17/02/1972 00:00;47;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;out/19
Entre um e dois anos;Quase nunca;03/12/1970 00:00;48;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;0;CRAS MANTIQUEIRA;VENDA NOVA;ate 12 Meses;out/19
Mais de dez anos;Todo ano;31/10/1968 00:00;50;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Mais de dez anos;Nunca;26/04/1986 00:00;33;FEMININO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;07/09/1971 00:00;48;FEMININO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS VILA BIQUINHAS;NORTE;13 a 18 Meses;out/19
Entre dois e cinco anos;Quase nunca;28/11/2003 00:00;15;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre um e dois anos;Quase nunca;14/04/1983 00:00;36;FEMININO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;02/05/1948 00:00;71;FEMININO;NÃO;SIM;Sem instrucao;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Nunca;11/02/1964 00:00;55;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Nunca;26/09/1971 00:00;48;FEMININO;NÃO;SIM;Medio completo;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Ate seis meses;Todo mês;23/10/1966 00:00;52;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;11/10/1964 00:00;55;FEMININO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;VENDA NOVA;37 a 48 Meses;out/19
Ate seis meses;Quase nunca;08/08/1984 00:00;35;FEMININO;NÃO;SIM;Fundamental incompleto;Branca;Entre R$89,01 ate R$178,00;0;CRAS PETROPOLIS;BARREIRO;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;28/05/1971 00:00;48;FEMININO;NÃO;SIM;Fundamental completo;Branca;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;14/03/1951 00:00;68;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;31/08/1977 00:00;42;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Mais de dez anos;Nunca;28/11/1966 00:00;52;FEMININO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Quase nunca;20/11/1989 00:00;29;FEMININO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;out/19
Ate seis meses;Nunca;12/04/1990 00:00;29;FEMININO;NÃO;SIM;Fundamental incompleto;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Mais de dez anos;Todo mês;27/03/1974 00:00;45;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;22/07/1960 00:00;59;FEMININO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Toda semana;10/06/1979 00:00;40;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;400;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;26/09/1958 00:00;61;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Todo ano;30/11/1986 00:00;32;FEMININO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;CRAS CONFISCO;PAMPULHA;ate 12 Meses;out/19
Ate seis meses;Quase nunca;01/04/1993 00:00;26;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;100;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;09/04/1974 00:00;45;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Acima de 1/2 S.M.;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;30/08/1995 00:00;24;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo dia;05/03/1993 00:00;26;MASCULINO;NÃO;SIM;Medio completo;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;NOROESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;09/04/1999 00:00;20;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;09/12/1981 00:00;37;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Quase nunca;16/11/1994 00:00;24;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Quase nunca;25/01/1995 00:00;24;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Mais de dez anos;Quase nunca;27/08/1997 00:00;22;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;14/07/2000 00:00;19;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;04/06/1973 00:00;46;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Todo mês;18/10/1968 00:00;51;MASCULINO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Quase nunca;23/04/1975 00:00;44;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Quase nunca;30/10/1967 00:00;51;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Toda semana;16/12/1956 00:00;62;MASCULINO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;19/11/1986 00:00;32;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;60;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Quase nunca;04/09/1960 00:00;59;FEMININO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;37 a 48 Meses;out/19
Entre cinco e dez anos;Nunca;20/06/1966 00:00;53;FEMININO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Mais de dez anos;Nunca;09/11/1979 00:00;39;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;27/11/1981 00:00;37;MASCULINO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;17/12/1993 00:00;25;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Todo mês;30/04/1962 00:00;57;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;22/11/1967 00:00;51;MASCULINO;NÃO;SIM;Medio completo;Preta;Acima de 1/2 S.M.;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Entre um e dois anos;Nunca;09/03/1990 00:00;29;MASCULINO;NÃO;SIM;Medio incompleto;Branca;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Quase nunca;21/07/1974 00:00;45;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;350;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;07/07/1985 00:00;34;FEMININO;NÃO;SIM;Fundamental completo;Preta;Entre R$178,01 ate 1/2 S.M.;1157;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;22/03/1981 00:00;38;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo dia;25/12/1985 00:00;33;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;350;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;28/02/1988 00:00;31;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Ate seis meses;Todo mês;20/02/1968 00:00;51;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;300;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;12/11/1989 00:00;29;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre um e dois anos;Quase nunca;02/06/1978 00:00;41;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;10/01/1976 00:00;43;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;19/02/1975 00:00;44;FEMININO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;out/19
Ate seis meses;Todo dia;31/01/1963 00:00;56;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;04/11/1998 00:00;20;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;13/06/1950 00:00;69;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;24/12/1976 00:00;42;FEMININO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;09/12/1981 00:00;37;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;10/03/1997 00:00;22;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Ate seis meses;Toda semana;29/12/1979 00:00;39;FEMININO;NÃO;SIM;Superior incompleto ou mais;Parda;Ate R$89,00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;out/19
Ate seis meses;Quase nunca;07/11/1956 00:00;62;FEMININO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;19/03/1986 00:00;33;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Nunca;04/05/1981 00:00;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre cinco e dez anos;Todo mês;16/06/1979 00:00;40;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;out/19
Ate seis meses;Nunca;09/02/1970 00:00;49;MASCULINO;SIM;SIM;Superior incompleto ou mais;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo ano;12/02/1989 00:00;30;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre um e dois anos;Nunca;18/01/1975 00:00;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre um e dois anos;Todo ano;28/07/1979 00:00;40;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;30/03/1969 00:00;50;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;out/19
Mais de dez anos;Nunca;04/01/1972 00:00;47;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre dois e cinco anos;Nunca;21/08/1979 00:00;40;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Quase nunca;21/12/1973 00:00;45;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre cinco e dez anos;Todo mês;20/11/1970 00:00;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Entre R$89,01 ate R$178,00;500;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;04/07/1983 00:00;36;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Todo dia;18/11/1992 00:00;26;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;08/12/1990 00:00;28;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;04/08/1986 00:00;33;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre cinco e dez anos;Nunca;28/11/1980 00:00;38;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre cinco e dez anos;Nunca;13/08/1971 00:00;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Todo mês;27/02/1986 00:00;33;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Quase nunca;12/09/1961 00:00;58;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;16/11/1987 00:00;31;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Mais de dez anos;Nunca;28/10/1982 00:00;36;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;50;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;out/19
Mais de dez anos;Nunca;27/10/1976 00:00;42;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS GRANJA DE FREITAS;LESTE;ate 12 Meses;out/19
Entre um e dois anos;Quase nunca;09/03/1963 00:00;56;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre dois e cinco anos;Quase nunca;16/01/1960 00:00;59;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Mais de dez anos;Quase nunca;13/06/1959 00:00;60;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;out/19
Mais de dez anos;Toda semana;10/09/1974 00:00;45;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Todo ano;19/10/1976 00:00;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
